,省,市县,经度,纬度,编号
0,上海市,上海上海 经度,121.48,31.22,0
1,上海市,上海嘉定 经度,121.24,31.4,0
2,上海市,上海宝山 经度,121.48,31.41,0
3,上海市,上海川沙 经度,121.7,31.19,0
4,上海市,上海南汇 经度,121.76,31.05,0
5,上海市,上海奉贤 经度,121.46,30.92,0
6,上海市,上海松江 经度,121.24,31.0,0
7,上海市,上海金山 经度,121.16,30.89,0
8,上海市,上海青浦 经度,121.1,31.15,0
9,上海市,上海崇明 经度,121.4,31.73,0
10,云南省,云南昆明 经度,102.73,25.04,1
11,云南省,云南富民 经度,102.48,25.21,1
12,云南省,云南晋宁 经度,102.58,24.68,1
13,云南省,云南呈贡 经度,102.79,24.9,1
14,云南省,云南安宁 经度,102.44,24.95,1
15,云南省,云南昭通 经度,103.7,29.32,1
16,云南省,云南永善 经度,103.63,28.22,1
17,云南省,云南大关 经度,103.91,27.74,1
18,云南省,云南彝良 经度,104.06,27.61,1
19,云南省,云南鲁甸 经度,103.54,27.21,1
20,云南省,云南绥江 经度,103.97,28.58,1
21,云南省,云南盐津 经度,104.28,28.08,1
22,云南省,云南威信 经度,105.05,27.85,1
23,云南省,云南镇雄 经度,104.86,27.42,1
24,云南省,云南巧家 经度,102.92,26.9,1
25,云南省,云南永富 经度,104.38,28.62,1
26,云南省,云南曲靖 经度,103.79,25.51,1
27,云南省,云南宣威 经度,104.09,26.24,1
28,云南省,云南富源 经度,104.24,25.67,1
29,云南省,云南师宗 经度,103.97,24.85,1
30,云南省,云南嵩明 经度,103.03,25.35,1
31,云南省,云南会泽 经度,103.27,26.41,1
32,云南省,云南沽益 经度,103.82,25.62,1
33,云南省,云南罗平 经度,104.3,24.88,1
34,云南省,云南陆良 经度,104.64,25.04,1
35,云南省,云南宜良 经度,103.12,24.9,1
36,云南省,云南马龙 经度,103.61,25.41,1
37,云南省,云南路南 经度,103.24,24.77,1
38,云南省,云南寻甸 经度,103.25,25.56,1
39,云南省,云南玉溪 经度,102.52,24.35,1
40,云南省,云南华宁 经度,102.93,24.26,1
41,云南省,云南通海 经度,102.75,24.09,1
42,云南省,云南澄江 经度,102.91,24.68,1
43,云南省,云南江川 经度,102.73,24.27,1
44,云南省,云南易门 经度,102.15,24.67,1
45,云南省,云南元江 经度,102.0,23.59,1
46,云南省,云南新平 经度,101.98,24.06,1
47,云南省,云南峨山 经度,102.38,24.16,1
48,云南省,云南思茅 经度,101.0,22.79,1
49,云南省,云南普洱 经度,101.03,23.07,1
50,云南省,云南镇沅 经度,100.88,23.9,1
51,云南省,云南景东 经度,100.82,24.42,1
52,云南省,云南景谷 经度,100.71,23.5,1
53,云南省,云南黑江 经度,101.71,23.4,1
54,云南省,云南澜沦 经度,99.97,22.55,1
55,云南省,云南西盟 经度,99.47,22.73,1
56,云南省,云南江城 经度,101.88,22.58,1
57,云南省,云南孟连 经度,99.55,22.32,1
58,云南省,云南临沦 经度,100.09,23.88,1
59,云南省,云南云县 经度,100.12,24.44,1
60,云南省,云南镇康 经度,99.02,23.92,1
61,云南省,云南永德 经度,99.25,24.03,1
62,云南省,云南凤庆 经度,99.92,24.58,1
63,云南省,云南双江 经度,99.85,23.45,1
64,云南省,云南沧源 经度,99.24,23.15,1
65,云南省,云南耿马 经度,99.41,23.56,1
66,云南省,云南保由 经度,99.18,25.12,1
67,云南省,云南施甸 经度,99.15,24.69,1
68,云南省,云南腾冲 经度,98.51,25.01,1
69,云南省,云南昌宁 经度,99.61,24.82,1
70,云南省,云南龙陵 经度,98.7,24.58,1
71,云南省,云南丽江 经度,100.25,26.86,1
72,云南省,云南华坪 经度,101.24,26.63,1
73,云南省,云南永胜 经度,100.76,26.71,1
74,云南省,云南宁蒗 经度,100.82,27.29,1
75,云南省,云南文山 经度,104.24,23.37,1
76,云南省,云南广南 经度,105.09,24.05,1
77,云南省,云南西畴 经度,104.68,23.42,1
78,云南省,云南麻栗坡 经度,104.71,23.12,1
79,云南省,云南马关 经度,104.4,23.01,1
80,云南省,云南丘北 经度,104.19,24.03,1
81,云南省,云南砚山 经度,104.35,23.62,1
82,云南省,云南富宁 经度,105.6,23.62,1
83,云南省,云南个旧 经度,102.43,23.35,1
84,云南省,云南弥勒 经度,103.43,24.41,1
85,云南省,云南蒙自 经度,103.41,23.36,1
86,云南省,云南元阳 经度,102.81,23.17,1
87,云南省,云南红河 经度,102.42,23.35,1
88,云南省,云南石屏 经度,102.48,23.73,1
89,云南省,云南泸西 经度,103.76,24.52,1
90,云南省,云南金平 经度,103.24,22.77,1
91,云南省,云南开远 经度,103.23,23.7,1
92,云南省,云南绿春 经度,102.42,23.01,1
93,云南省,云南建水 经度,102.79,23.64,1
94,云南省,云南河口 经度,103.98,22.52,1
95,云南省,云南屏边 经度,103.67,22.68,1
96,云南省,云南景淇 经度,100.79,22.0,1
97,云南省,云南勐海 经度,100.5,21.95,1
98,云南省,云南勐腊 经度,101.56,21.48,1
99,云南省,云南楚雄 经度,101.54,25.01,1
100,云南省,云南元谋 经度,101.85,25.7,1
101,云南省,云南武定 经度,102.36,25.55,1
102,云南省,云南禄丰 经度,102.08,25.15,1
103,云南省,云南南华 经度,101.26,25.21,1
104,云南省,云南大姚 经度,101.34,25.73,1
105,云南省,云南永仁 经度,101.7,26.07,1
106,云南省,云南禄劝 经度,102.45,25.58,1
107,云南省,云南牟定 经度,101.58,25.32,1
108,云南省,云南双柏 经度,101.67,24.68,1
109,云南省,云南姚安 经度,101.24,25.4,1
110,云南省,云南下关 经度,100.24,25.45,1
111,云南省,云南剑川 经度,99.88,26.53,1
112,云南省,云南洱源 经度,99.94,26.1,1
113,云南省,云南宾川 经度,100.55,25.82,1
114,云南省,云南弥渡 经度,100.52,25.34,1
115,云南省,云南永平 经度,99.52,25.45,1
116,云南省,云南鹤庆 经度,100.18,26.55,1
117,云南省,云南大理 经度,100.19,25.69,1
118,云南省,云南漾濞 经度,99.98,25.68,1
119,云南省,云南云龙 经度,99.39,25.9,1
120,云南省,云南祥云 经度,100.56,25.48,1
121,云南省,云南巍山 经度,100.33,25.23,1
122,云南省,云南南涧 经度,100.51,25.04,1
123,云南省,云南潞西 经度,98.6,24.41,1
124,云南省,云南陇川 经度,97.96,24.33,1
125,云南省,云南盈江 经度,97.93,24.69,1
126,云南省,云南畹町 经度,98.08,24.08,1
127,云南省,云南瑞丽 经度,97.83,24.0,1
128,云南省,云南梁河 经度,98.3,24.78,1
129,云南省,云南泸水 经度,98.82,25.97,1
130,云南省,云南碧江 经度,98.95,26.55,1
131,云南省,云南福贡 经度,98.92,26.89,1
132,云南省,云南兰坪 经度,99.29,26.49,1
133,云南省,云南贡山 经度,98.65,27.73,1
134,云南省,云南中甸 经度,99.72,27.78,1
135,云南省,云南德钦 经度,98.93,28.49,1
136,云南省,云南维西 经度,99.27,27.15,1
137,其它岛屿省,其它岛屿钓鱼岛 经度,123.33,25.0,2
138,其它岛屿省,其它岛屿黄岩岛 经度,117.51,15.07,2
139,内蒙古省,内蒙古呼和浩特 经度,111.65,40.82,3
140,内蒙古省,内蒙古上默特左旗 经度,111.13,40.72,3
141,内蒙古省,内蒙古托克托 经度,111.15,40.28,3
142,内蒙古省,内蒙古包头 经度,110.0,40.58,3
143,内蒙古省,内蒙古上默特右旗 经度,110.52,40.55,3
144,内蒙古省,内蒙古固阳 经度,110.03,41.03,3
145,内蒙古省,内蒙古乌海 经度,106.82,39.67,3
146,内蒙古省,内蒙古集宁 经度,113.08,41.03,3
147,内蒙古省,内蒙古兴和 经度,113.97,40.88,3
148,内蒙古省,内蒙古清水河 经度,111.65,39.92,3
149,内蒙古省,内蒙古武川 经度,111.42,41.12,3
150,内蒙古省,内蒙古卓资 经度,112.52,40.93,3
151,内蒙古省,内蒙古商都 经度,113.53,41.58,3
152,内蒙古省,内蒙古丰镇 经度,113.15,40.45,3
153,内蒙古省,内蒙古凉城 经度,112.48,40.52,3
154,内蒙古省,内蒙古和林格尔 经度,111.8,40.4,3
155,内蒙古省,内蒙古化德 经度,114.0,41.9,3
156,内蒙古省,内蒙古四子王旗 经度,111.68,41.37,3
157,内蒙古省,内蒙古二连浩特 经度,111.96,43.65,3
158,内蒙古省,内蒙古阿巴哈纳尔旗 经度,116.08,43.95,3
159,内蒙古省,内蒙古多伦 经度,116.48,42.18,3
160,内蒙古省,内蒙古阿巴嘎旗 经度,114.97,44.03,3
161,内蒙古省,内蒙古西乌珠穆沁旗 经度,117.58,44.6,3
162,内蒙古省,内蒙古东乌珠穆沁旗 经度,116.97,45.53,3
163,内蒙古省,内蒙古苏尼特左旗 经度,113.7,43.85,3
164,内蒙古省,内蒙古苏尼特右旗 经度,112.95,42.47,3
165,内蒙古省,内蒙古太仆寺旗 经度,115.3,41.9,3
166,内蒙古省,内蒙古正镶白旗 经度,115.0,42.32,3
167,内蒙古省,内蒙古正蓝旗 经度,116.02,42.25,3
168,内蒙古省,内蒙古镶黄旗 经度,113.83,42.25,3
169,内蒙古省,内蒙古海拉尔 经度,119.73,29.22,3
170,内蒙古省,内蒙古满洲里 经度,117.47,49.58,3
171,内蒙古省,内蒙古陈巴尔虎旗 经度,119.45,49.33,3
172,内蒙古省,内蒙古额尔古纳右旗 经度,120.08,50.45,3
173,内蒙古省,内蒙古额尔古纳左旗 经度,121.52,50.8,3
174,内蒙古省,内蒙古喜桂图旗 经度,120.73,49.3,3
175,内蒙古省,内蒙古阿荣旗 经度,123.5,48.13,3
176,内蒙古省,内蒙古布特哈旗 经度,122.78,47.98,3
177,内蒙古省,内蒙古新巴尔虎左旗 经度,116.82,48.67,3
178,内蒙古省,内蒙古新巴尔虎右旗 经度,118.23,48.22,3
179,内蒙古省,内蒙古鄂伦春自治旗 经度,123.7,50.58,3
180,内蒙古省,内蒙古通辽 经度,122.28,43.63,3
181,内蒙古省,内蒙古开鲁 经度,121.32,43.62,3
182,内蒙古省,内蒙古库伦旗 经度,121.75,42.72,3
183,内蒙古省,内蒙古奈曼旗 经度,120.65,42.85,3
184,内蒙古省,内蒙古扎鲁特旗 经度,120.87,44.55,3
185,内蒙古省,内蒙古赤峰 经度,118.87,42.28,3
186,内蒙古省,内蒙古宁城 经度,119.32,41.62,3
187,内蒙古省,内蒙古林西 经度,118.02,43.62,3
188,内蒙古省,内蒙古喀喇沁旗 经度,118.67,41.95,3
189,内蒙古省,内蒙古敖汉旗 经度,119.87,42.3,3
190,内蒙古省,内蒙古翁牛特旗 经度,119.0,42.97,3
191,内蒙古省,内蒙古巴林右旗 经度,118.65,43.52,3
192,内蒙古省,内蒙古巴林左旗 经度,119.35,43.98,3
193,内蒙古省,内蒙古阿鲁科尔沁旗 经度,120.05,43.97,3
194,内蒙古省,内蒙古克什克腾旗 经度,117.48,43.28,3
195,内蒙古省,内蒙古伊克昭盟 经度,110.0,39.83,3
196,内蒙古省,内蒙古东胜县 经度,110.0,39.83,3
197,内蒙古省,内蒙古准格尔旗 经度,111.13,39.68,3
198,内蒙古省,内蒙古乌审旗 经度,109.03,38.38,3
199,内蒙古省,内蒙古伊金霍洛旗 经度,109.77,39.25,3
200,内蒙古省,内蒙古鄂托克旗 经度,107.97,39.12,3
201,内蒙古省,内蒙古鄂托克前旗 经度,107.43,38.18,3
202,内蒙古省,内蒙古杭锦旗 经度,108.7,39.83,3
203,内蒙古省,内蒙古达拉特旗 经度,110.02,40.42,3
204,内蒙古省,内蒙古临河 经度,107.37,40.78,3
205,内蒙古省,内蒙古五原 经度,108.28,41.12,3
206,内蒙古省,内蒙古磴口 经度,106.98,40.33,3
207,内蒙古省,内蒙古杭锦后旗 经度,107.12,40.88,3
208,内蒙古省,内蒙古乌拉特中旗 经度,108.52,41.55,3
209,内蒙古省,内蒙古乌拉特前旗 经度,108.65,40.75,3
210,内蒙古省,内蒙古乌拉特后旗 经度,108.52,40.88,3
211,内蒙古省,内蒙古阿拉善左旗 经度,105.68,38.85,3
212,内蒙古省,内蒙古阿拉善右旗 经度,101.68,39.2,3
213,内蒙古省,内蒙古额济纳旗 经度,100.88,41.9,3
214,内蒙古省,内蒙古乌兰浩特 经度,122.08,46.07,3
215,内蒙古省,内蒙古突泉 经度,121.5,45.4,3
216,北京市,北京北京 经度,116.46,39.92,4
217,北京市,北京平谷 经度,117.1,40.13,4
218,北京市,北京密云 经度,116.85,40.37,4
219,北京市,北京顺义 经度,116.65,40.13,4
220,北京市,北京通县 经度,116.67,39.92,4
221,北京市,北京怀柔 经度,116.62,40.32,4
222,北京市,北京大兴 经度,116.33,39.73,4
223,北京市,北京房山 经度,115.98,39.72,4
224,吉林省,吉林长春 经度,125.35,43.88,5
225,吉林省,吉林吉林 经度,126.57,43.87,5
226,吉林省,吉林农安 经度,125.15,44.45,5
227,吉林省,吉林德惠 经度,125.68,44.52,5
228,吉林省,吉林榆树 经度,126.55,44.83,5
229,吉林省,吉林九台 经度,126.83,44.15,5
230,吉林省,吉林双阳 经度,125.68,43.53,5
231,吉林省,吉林永吉 经度,126.57,43.87,5
232,吉林省,吉林舒兰 经度,126.97,44.4,5
233,吉林省,吉林蛟河 经度,127.33,43.75,5
234,吉林省,吉林桦甸 经度,126.72,42.97,5
235,吉林省,吉林磐石 经度,126.03,42.93,5
236,吉林省,吉林延吉 经度,129.52,42.93,5
237,吉林省,吉林汪清 经度,129.75,43.32,5
238,吉林省,吉林珲春 经度,130.35,42.85,5
239,吉林省,吉林图们 经度,129.83,42.98,5
240,吉林省,吉林和龙 经度,129.0,42.52,5
241,吉林省,吉林安图 经度,128.3,42.58,5
242,吉林省,吉林敦化 经度,128.18,43.35,5
243,吉林省,吉林通化 经度,125.92,41.49,5
244,吉林省,吉林柳河 经度,125.7,40.88,5
245,吉林省,吉林海龙 经度,125.65,42.53,5
246,吉林省,吉林辉南 经度,126.03,42.68,5
247,吉林省,吉林靖宇 经度,126.8,42.38,5
248,吉林省,吉林浑江 经度,126.4,41.97,5
249,吉林省,吉林抚松 经度,127.27,42.33,5
250,吉林省,吉林集安 经度,126.17,41.15,5
251,吉林省,吉林长白 经度,128.17,41.43,5
252,吉林省,吉林四平 经度,124.37,43.17,5
253,吉林省,吉林梨树 经度,124.33,43.32,5
254,吉林省,吉林怀德 经度,124.82,43.5,5
255,吉林省,吉林伊通 经度,125.32,43.33,5
256,吉林省,吉林辽源 经度,125.15,42.97,5
257,吉林省,吉林东丰 经度,125.5,42.68,5
258,吉林省,吉林双辽 经度,123.5,43.52,5
259,吉林省,吉林白城 经度,122.82,45.63,5
260,吉林省,吉林大安 经度,124.18,45.5,5
261,吉林省,吉林扶余 经度,124.82,45.2,5
262,吉林省,吉林乾安 经度,124.02,45.0,5
263,吉林省,吉林长岭 经度,123.97,44.3,5
264,吉林省,吉林通榆 经度,123.13,44.82,5
265,吉林省,吉林洮安 经度,122.75,45.35,5
266,四川省,四川成都 经度,104.06,30.67,6
267,四川省,四川金堂 经度,104.32,30.88,6
268,四川省,四川双流 经度,104.94,30.57,6
269,四川省,四川蒲江 经度,103.29,30.2,6
270,四川省,四川郫县 经度,103.86,30.8,6
271,四川省,四川新都 经度,104.13,30.82,6
272,四川省,四川来易 经度,102.15,26.9,6
273,四川省,四川盐边 经度,101.56,26.9,6
274,四川省,四川温江 经度,103.81,30.97,6
275,四川省,四川灌县 经度,103.61,31.04,6
276,四川省,四川彭县 经度,103.94,30.99,6
277,四川省,四川什邡 经度,104.16,31.13,6
278,四川省,四川广汉 经度,104.25,30.99,6
279,四川省,四川新津 经度,103.78,30.42,6
280,四川省,四川邛崃 经度,103.47,30.42,6
281,四川省,四川大邑 经度,103.53,30.58,6
282,四川省,四川崇庆 经度,103.69,30.63,6
283,四川省,四川绵阳 经度,104.73,31.48,6
284,四川省,四川江油 经度,104.7,31.8,6
285,四川省,四川青川 经度,105.21,32.59,6
286,四川省,四川平武 经度,104.52,32.42,6
287,四川省,四川光元 经度,105.86,32.44,6
288,四川省,四川旺苍 经度,106.33,32.25,6
289,四川省,四川剑阁 经度,105.45,32.03,6
290,四川省,四川梓潼 经度,105.16,31.64,6
291,四川省,四川三台 经度,105.06,31.1,6
292,四川省,四川盐亭 经度,105.35,31.23,6
293,四川省,四川射洪 经度,105.31,30.9,6
294,四川省,四川遂宁 经度,105.58,30.52,6
295,四川省,四川蓬溪 经度,105.74,30.78,6
296,四川省,四川中江 经度,104.68,31.06,6
297,四川省,四川德阳 经度,104.37,31.13,6
298,四川省,四川绵竹 经度,104.19,31.32,6
299,四川省,四川安县 经度,104.41,31.64,6
300,四川省,四川北川 经度,104.44,31.89,6
301,四川省,四川内江 经度,105.04,29.59,6
302,四川省,四川乐至 经度,105.02,30.3,6
303,四川省,四川安岳 经度,105.3,30.12,6
304,四川省,四川威远 经度,104.7,29.57,6
305,四川省,四川资中 经度,104.85,29.81,6
306,四川省,四川资阳 经度,104.6,30.19,6
307,四川省,四川简阳 经度,104.53,30.38,6
308,四川省,四川隆昌 经度,105.25,29.64,6
309,四川省,四川宜宾 经度,104.56,29.77,6
310,四川省,四川富顺 经度,104.97,29.24,6
311,四川省,四川南溪 经度,104.96,28.87,6
312,四川省,四川江安 经度,105.06,28.71,6
313,四川省,四川纳溪 经度,105.38,28.77,6
314,四川省,四川泸县 经度,105.46,28.96,6
315,四川省,四川合江 经度,105.78,28.79,6
316,四川省,四川泸州 经度,105.39,28.91,6
317,四川省,四川古蔺 经度,105.79,28.03,6
318,四川省,四川叙水 经度,105.44,28.19,6
319,四川省,四川长宁 经度,104.91,28.6,6
320,四川省,四川兴文 经度,105.06,28.36,6
321,四川省,四川琪县 经度,104.81,28.38,6
322,四川省,四川高县 经度,104.52,28.4,6
323,四川省,四川筠连 经度,104.53,28.16,6
324,四川省,四川屏由 经度,104.15,28.68,6
325,四川省,四川乐由 经度,103.73,29.59,6
326,四川省,四川夹江 经度,103.59,29.75,6
327,四川省,四川洪雅 经度,103.38,29.95,6
328,四川省,四川丹棱 经度,103.53,30.04,6
329,四川省,四川青神 经度,103.81,29.86,6
330,四川省,四川眉由 经度,103.81,30.05,6
331,四川省,四川彭由 经度,103.83,30.22,6
332,四川省,四川井研 经度,104.06,29.67,6
333,四川省,四川仁寿 经度,104.09,30.0,6
334,四川省,四川犍为 经度,103.93,29.21,6
335,四川省,四川沐川 经度,103.98,28.96,6
336,四川省,四川娥眉 经度,103.5,29.62,6
337,四川省,四川马边 经度,103.53,28.87,6
338,四川省,四川峨边 经度,103.25,29.23,6
339,四川省,四川金口 经度,103.13,29.24,6
340,四川省,四川涪陵 经度,107.36,29.7,6
341,四川省,四川垫江 经度,107.34,30.36,6
342,四川省,四川丰都 经度,107.7,29.89,6
343,四川省,四川石柱 经度,108.13,29.98,6
344,四川省,四川秀山 经度,108.97,28.47,6
345,四川省,四川西阳 经度,108.75,28.85,6
346,四川省,四川黔江 经度,108.81,29.53,6
347,四川省,四川彭水 经度,108.19,29.29,6
348,四川省,四川武隆 经度,108.72,29.29,6
349,四川省,四川南川 经度,107.13,29.15,6
350,四川省,四川万县 经度,108.35,30.83,6
351,四川省,四川开县 经度,108.39,31.23,6
352,四川省,四川城口 经度,108.67,31.98,6
353,四川省,四川巫溪 经度,109.6,31.42,6
354,四川省,四川巫山 经度,109.86,31.1,6
355,四川省,四川奉节 经度,109.52,31.06,6
356,四川省,四川云阳 经度,108.89,30.99,6
357,四川省,四川忠县 经度,108.03,30.33,6
358,四川省,四川梁平 经度,107.78,30.66,6
359,四川省,四川南允 经度,106.06,30.8,6
360,四川省,四川苍溪 经度,105.96,31.75,6
361,四川省,四川阆中 经度,105.97,31.75,6
362,四川省,四川仪陇 经度,106.38,31.52,6
363,四川省,四川南部 经度,106.03,31.34,6
364,四川省,四川西允 经度,105.84,31.01,6
365,四川省,四川营山 经度,106.57,31.07,6
366,四川省,四川蓬安 经度,106.44,31.04,6
367,四川省,四川广安 经度,106.61,30.48,6
368,四川省,四川岳池 经度,106.43,30.55,6
369,四川省,四川武胜 经度,106.3,30.38,6
370,四川省,四川华云 经度,106.74,30.41,6
371,四川省,四川达县 经度,107.49,31.23,6
372,四川省,四川万源 经度,108.06,32.07,6
373,四川省,四川宜汉 经度,107.71,31.39,6
374,四川省,四川开江 经度,107.87,31.1,6
375,四川省,四川邻水 经度,106.91,30.36,6
376,四川省,四川大竹 经度,107.21,30.75,6
377,四川省,四川渠县 经度,106.94,30.85,6
378,四川省,四川南江 经度,106.83,32.36,6
379,四川省,四川巴中 经度,106.73,31.86,6
380,四川省,四川平昌 经度,107.11,31.59,6
381,四川省,四川通江 经度,108.24,31.95,6
382,四川省,四川百沙 经度,108.18,32.0,6
383,四川省,四川雅安 经度,102.97,29.97,6
384,四川省,四川芦山 经度,102.91,30.17,6
385,四川省,四川名山 经度,103.06,30.09,6
386,四川省,四川荣经 经度,102.81,29.79,6
387,四川省,四川汉源 经度,102.66,29.4,6
388,四川省,四川石棉 经度,102.38,29.21,6
389,四川省,四川天全 经度,102.78,30.09,6
390,四川省,四川宝兴 经度,102.84,30.36,6
391,四川省,四川马尔康 经度,102.22,31.92,6
392,四川省,四川红原 经度,102.55,31.79,6
393,四川省,四川阿坝 经度,101.72,31.93,6
394,四川省,四川若尔盖 经度,102.94,33.62,6
395,四川省,四川黑水 经度,102.95,32.06,6
396,四川省,四川松潘 经度,103.61,32.64,6
397,四川省,四川南坪 经度,104.19,33.23,6
398,四川省,四川汶川 经度,103.61,31.46,6
399,四川省,四川理县 经度,103.16,31.42,6
400,四川省,四川小金 经度,102.34,30.97,6
401,四川省,四川金川 经度,102.03,31.48,6
402,四川省,四川壤塘 经度,100.97,32.3,6
403,四川省,四川茂汶 经度,103.89,31.67,6
404,四川省,四川康定 经度,101.95,30.04,6
405,四川省,四川炉霍 经度,100.65,31.38,6
406,四川省,四川甘孜 经度,99.96,31.64,6
407,四川省,四川新龙 经度,100.28,30.96,6
408,四川省,四川白玉 经度,98.83,32.23,6
409,四川省,四川德格 经度,98.57,31.81,6
410,四川省,四川石渠 经度,98.06,33.01,6
411,四川省,四川色达 经度,100.35,32.3,6
412,四川省,四川泸定 经度,102.25,29.92,6
413,四川省,四川丹巴 经度,101.87,30.85,6
414,四川省,四川九龙 经度,101.53,29.01,6
415,四川省,四川雅江 经度,101.0,30.03,6
416,四川省,四川道孚 经度,101.14,30.99,6
417,四川省,四川理塘 经度,100.28,30.03,6
418,四川省,四川乡城 经度,99.78,28.93,6
419,四川省,四川稻城 经度,100.31,29.04,6
420,四川省,四川巴塘 经度,99.0,30.0,6
421,四川省,四川得荣 经度,99.25,28.71,6
422,四川省,四川西昌 经度,102.29,27.92,6
423,四川省,四川昭觉 经度,102.83,28.03,6
424,四川省,四川甘洛 经度,102.74,28.96,6
425,四川省,四川雷波 经度,103.62,28.21,6
426,四川省,四川宁南 经度,102.76,27.07,6
427,四川省,四川会东 经度,102.55,26.74,6
428,四川省,四川会理 经度,102.21,26.67,6
429,四川省,四川德昌 经度,102.15,27.4,6
430,四川省,四川美姑 经度,103.14,28.33,6
431,四川省,四川金阳 经度,103.22,27.73,6
432,四川省,四川布拖 经度,102.8,27.7,6
433,四川省,四川普格 经度,102.52,27.38,6
434,四川省,四川喜德 经度,102.42,28.33,6
435,四川省,四川越西 经度,102.49,28.66,6
436,四川省,四川盐源 经度,101.51,27.42,6
437,四川省,四川冕宁 经度,102.15,28.58,6
438,四川省,四川木里 经度,101.25,27.9,6
439,天津省,天津天津 经度,117.2,39.13,7
440,天津省,天津宁河 经度,117.83,39.33,7
441,天津省,天津静海 经度,116.92,38.93,7
442,天津省,天津蓟县 经度,117.4,40.05,7
443,天津省,天津宝坻 经度,117.3,39.75,7
444,天津省,天津武清 经度,117.05,39.4,7
445,宁夏回族自治区省,宁夏回族自治区银川 经度,106.27,38.47,8
446,宁夏回族自治区省,宁夏回族自治区永宁 经度,106.24,38.28,8
447,宁夏回族自治区省,宁夏回族自治区贺兰 经度,106.35,38.55,8
448,宁夏回族自治区省,宁夏回族自治区石嘴山 经度,106.39,39.04,8
449,宁夏回族自治区省,宁夏回族自治区平罗 经度,106.54,38.91,8
450,宁夏回族自治区省,宁夏回族自治区陶乐 经度,106.69,38.82,8
451,宁夏回族自治区省,宁夏回族自治区吴忠 经度,106.21,37.99,8
452,宁夏回族自治区省,宁夏回族自治区同心 经度,105.94,36.97,8
453,宁夏回族自治区省,宁夏回族自治区灵武 经度,106.34,38.1,8
454,宁夏回族自治区省,宁夏回族自治区中宁 经度,105.66,37.48,8
455,宁夏回族自治区省,宁夏回族自治区盐池 经度,107.41,37.78,8
456,宁夏回族自治区省,宁夏回族自治区中卫 经度,105.18,37.51,8
457,宁夏回族自治区省,宁夏回族自治区青铜峡 经度,106.07,38.02,8
458,宁夏回族自治区省,宁夏回族自治区固原 经度,106.28,36.01,8
459,宁夏回族自治区省,宁夏回族自治区西吉 经度,105.7,35.97,8
460,宁夏回族自治区省,宁夏回族自治区泾源 经度,106.33,35.5,8
461,宁夏回族自治区省,宁夏回族自治区海原 经度,105.64,36.56,8
462,宁夏回族自治区省,宁夏回族自治区隆德 经度,106.11,35.63,8
463,安徽省,安徽合肥 经度,117.27,31.86,9
464,安徽省,安徽长丰 经度,117.16,32.47,9
465,安徽省,安徽淮南 经度,116.98,32.62,9
466,安徽省,安徽凤台 经度,116.71,32.68,9
467,安徽省,安徽淮北 经度,116.77,33.97,9
468,安徽省,安徽濉溪 经度,116.76,33.92,9
469,安徽省,安徽芜湖 经度,118.38,31.33,9
470,安徽省,安徽铜陵 经度,117.82,30.93,9
471,安徽省,安徽蚌埠 经度,117.34,32.93,9
472,安徽省,安徽马鞍山 经度,118.48,31.56,9
473,安徽省,安徽安庆 经度,117.03,30.52,9
474,安徽省,安徽宿州 经度,116.97,33.63,9
475,安徽省,安徽宿县 经度,116.97,33.63,9
476,安徽省,安徽砀山 经度,116.34,34.42,9
477,安徽省,安徽萧县 经度,116.93,34.19,9
478,安徽省,安徽吴壁 经度,117.55,33.55,9
479,安徽省,安徽泗县 经度,117.89,33.49,9
480,安徽省,安徽五河 经度,117.87,33.14,9
481,安徽省,安徽固镇 经度,117.32,33.33,9
482,安徽省,安徽怀远 经度,117.19,32.95,9
483,安徽省,安徽滁州 经度,118.31,32.33,9
484,安徽省,安徽嘉山 经度,117.98,32.78,9
485,安徽省,安徽天长 经度,119.0,32.68,9
486,安徽省,安徽来安 经度,118.44,32.44,9
487,安徽省,安徽全椒 经度,118.27,32.1,9
488,安徽省,安徽定远 经度,117.68,32.52,9
489,安徽省,安徽凤阳 经度,117.4,32.86,9
490,安徽省,安徽巢湖 经度,117.87,31.62,9
491,安徽省,安徽巢县 经度,117.87,31.62,9
492,安徽省,安徽肥东 经度,117.47,31.89,9
493,安徽省,安徽含山 经度,118.11,31.7,9
494,安徽省,安徽和县 经度,118.37,31.7,9
495,安徽省,安徽无为 经度,117.75,31.3,9
496,安徽省,安徽卢江 经度,117.29,31.23,9
497,安徽省,安徽宣城 经度,118.73,31.95,9
498,安徽省,安徽当涂 经度,118.49,31.55,9
499,安徽省,安徽郎溪 经度,119.17,31.14,9
500,安徽省,安徽广德 经度,119.41,30.89,9
501,安徽省,安徽泾县 经度,118.41,30.68,9
502,安徽省,安徽南陵 经度,118.32,30.91,9
503,安徽省,安徽繁昌 经度,118.21,31.07,9
504,安徽省,安徽宁国 经度,118.95,30.62,9
505,安徽省,安徽青阳 经度,117.84,30.64,9
506,安徽省,安徽屯溪 经度,118.31,29.72,9
507,安徽省,安徽休宁 经度,118.19,29.81,9
508,安徽省,安徽旌得 经度,118.53,30.28,9
509,安徽省,安徽绩溪 经度,118.57,30.07,9
510,安徽省,安徽歙县 经度,118.44,29.88,9
511,安徽省,安徽祁门 经度,117.7,29.86,9
512,安徽省,安徽黟县 经度,117.92,29.93,9
513,安徽省,安徽太平 经度,118.13,30.28,9
